   1.52597761       11.4094458      0.175275803      -4.80747223E-02
   59.9525871       37.0286789       4.47082520E-02   9.07897949E-03
   42.5482063       18.0773029       2.96401978E-02  -4.98962402E-02
   4.51273441       53.7659340       7.53307343E-02  -2.06375122E-02
   54.0550079       73.6890411       2.63595581E-02  -5.72967529E-02
   30.9086418       41.6531219       3.39508057E-03  -2.75421143E-02
   65.6733704       3.70498943       3.53240967E-02   1.24931335E-03
   5.33124828       42.2850685       4.87136841E-02  -3.31115723E-02
   53.3484192       1.76715779       1.57165527E-02   2.87115574E-02
   30.8194370       6.12581396      -2.09236145E-02  -4.11510468E-03
   2.56755328       11.6914177      0.215384960       7.41195679E-02
   60.0641785       37.0182953       1.75476074E-03   1.87683105E-02
   42.6986923       17.8872147       3.54766846E-02   2.45285034E-02
   5.03015375       53.7601128       5.82551956E-02  -1.64794922E-02
   53.8970833       73.5599365      -2.15911865E-02  -1.43432617E-02
   30.9965000       41.6671486       5.49316406E-03   3.43322754E-03
   65.6525040       3.72700191       3.47900391E-02   1.05762482E-02
   5.39252901       42.2421227      -5.62191010E-03  -5.80596924E-02
   53.4606934       1.80290937       1.65939331E-02   5.40649891E-02
   30.6386299       6.16813040      -4.86564636E-02  -1.78480148E-02
   2.72310781       11.0804882      0.202720165     -0.297737122    
   59.9793091       37.0910187      -5.21850586E-02   1.62506104E-02
   42.8225327       17.9337997       3.58963013E-02  -5.66101074E-02
   5.02614498       53.8370857      -2.15578079E-02   5.98526001E-02
   54.0274467       73.5793686       4.75311279E-02   5.03540039E-03
   30.8178692       41.7945824      -2.90489197E-02   3.93295288E-02
   65.7118073       3.79957891      -1.09100342E-02   2.35795975E-03
   5.37844229       42.2735519       3.36503983E-02   8.58306885E-02
   53.3462677       1.91520166       1.86920166E-03   3.06904316E-02
   30.7387161       6.20624161      -1.70516968E-02   2.07233429E-02
   2.72359657       10.5631695      -1.68228149E-02 -0.203266144    
   59.9191017       37.2625809      -2.94494629E-02   2.28118896E-02
   42.9678345       17.9548683       2.95639038E-02  -8.41140747E-03
   5.42417002       54.0676613      -4.15325165E-03  -1.50680542E-02
   54.0667000       73.6231766      -2.17056274E-02  -5.03540039E-03
   30.6485424       41.9188309      -1.12342834E-02   1.52206421E-02
   65.6267319       3.66382909       3.46374512E-02  -4.11987305E-02
   5.45800543       42.3258171       2.69985199E-02  -3.05175781E-02
   53.3945084       2.09809041       4.16564941E-02   5.84578514E-02
   30.9467487       6.33470917       3.18145752E-02  -1.11150742E-02
